GENE	REALFC	PVAL	LOG2FC	LOGPVAL	DEG
D13Ertd608e_uc029sdw.1	26.5859203933	1.0	4.73259050766	-0.0	0
Zfp365_uc007fma.1	0.801990534459	0.980134795792	-0.318342885601	0.00871419263083	0
Numa1_uc009ipz.1	0.844066005913	0.143473767543	-0.244572272874	0.843227497207	0
Rnf148_uc009bbl.2	4.99642015413	0.815341847761	2.32089479976	0.0886602667584	0
AK035444_uc008wvp.1	0.620539548848	0.956979150249	-0.688404934317	0.0190975241148	0
Trpt1_uc008gka.2	1.01634220985	0.992001644065	0.0233862498785	0.00348760807998	0
Cyp19a1_uc009pmu.1	0.995036405402	1.0	-0.00717878437457	-0.0	0
AK082148_uc007gkn.1	52.1718407865	1.0	5.70519943197	-0.0	0
Ctla4_uc007bez.2	0.183746797697	0.985914179757	-2.44420898772	0.00616088716822	0
Vmn2r47_uc033iwq.1	1.49475273933	1.0	0.579906854832	6.94315775918e-15	0
Tmem66_uc012gci.1	0.84412968512	0.990190773852	-0.244463435164	0.00428112454458	0
Napb_uc008mth.2	1.0469663958	0.986871992379	0.0662151372204	0.00573917621466	0
1700006E09Rik_uc007lqb.2	744.825675855	1.0	9.54075899655	8.67894719898e-16	0
Ccdc126_uc009bwp.1	1.02906311874	0.989674030077	0.0413314742671	0.00450782585729	0
Psen2_uc007dwa.2	0.766194621776	0.983994843518	-0.384217195938	0.00700717742002	0
Gm11762_uc029rqb.1	0.805362982469	0.929912259939	-0.312288932804	0.0315580265236	0
Raver1-fdx1l_uc009okc.2	1.11587510096	0.985619770974	0.158175556458	0.00629059339129	0
Trim40_uc008clk.2	101.64711472	1.0	6.66742545426	-0.0	0
Gm13308_uc029usq.1	2.74648276507	0.929565166872	1.45758523858	0.0317201587476	0
Tspan17_uc007qpl.2	0.521218956681	0.984321211102	-0.940038539355	0.00686315619765	0
Zfp809_uc009oof.2	0.910504172115	0.987360167814	-0.135262466949	0.0055243971158	0
Gm9733_uc008oqv.1	202.29422944	1.0	7.66031135655	-0.0	0
Myt1_uc008onr.2	2.43449059801	1.0	1.28361992894	-0.0	0
Csnk1e_uc007wtl.2	0.684411060274	1e-17	-0.547065020516	17.0	1
A530016L24Rik_uc007peq.2	2.39979852372	0.965388251779	1.26291328874	0.0152979905996	0
AK020101_uc009gse.1	0.68159549721	0.934507557095	-0.553012290095	0.029417182256	0
Fam117a_uc007lag.2	1.08187747157	0.989001843796	0.113537115455	0.00480289874679	0
3110056K07Rik_uc007nub.2	0.904532770514	0.997924020116	-0.144755323382	0.000902523743318	0
Hsf2bp_uc008bvs.2	1.16320220506	0.953048863592	0.218101909257	0.0208848321589	0
Prdx6_uc007dfl.1	1.57838205399	1e-17	0.658446457999	17.0	1
Sbds_uc008zuj.1	0.61315432911	0.873795695313	-0.705677853239	0.0585900991396	0
AI464131_uc008sit.2	2.01593813113	0.543500946146	1.0114513634	0.264799695542	0
AK136722_uc007gji.1	0.694748294902	1.0	-0.525437706217	-0.0	0
Gad2_uc008ini.1	1.24786100677	1.0	0.319457248295	-0.0	0
Syn3_uc007gnn.2	0.957849690672	0.981901398097	-0.0621288142236	0.0079321215943	0
Hmg20a_uc009ptb.1	0.949946081693	0.992659400844	-0.0740824655292	0.00319974013297	0
Phkg1_uc008ztm.1	0.951444712202	0.983366257392	-0.0718082699699	0.00728469789655	0
AK138592_uc008wre.1	0.432903202904	0.990786748023	-1.20788362029	0.00401981082562	0
Gabpb2_uc008qin.2	1.14795834046	0.987100527416	0.199070287399	0.00563861604486	0
Tnfrsf1a_uc009dul.2	0.849942381054	0.994192340569	-0.234563052914	0.00252958706443	0
Zfp433_uc007gjf.2	1.07723443061	0.99926566807	0.107332247171	0.000319033457797	0
A630001G21Rik_uc007bui.2	0.789598314231	0.998348007809	-0.340809185201	0.000718044357877	0
Trappc3l_uc007euo.1	0.0202281971254	1.0	-5.62748844695	-0.0	0
AK160668_uc008acj.1	0.988637429245	0.982713044588	-0.0164865677704	0.00757327906031	0
Arhgap4_uc009tna.2	1.04016181093	0.985587921659	0.0568079761267	0.00630462740892	0
Dbndd2_uc008nuw.1	0.710126421952	0.981532158288	-0.493852208176	0.00809546688615	0
Wdfy2_uc007ugx.2	1.06285406314	0.99157532591	0.0879435189384	0.00367428863524	0
AK082693_uc008vsq.1	0.50326124134	1.0	-0.99062060192	-0.0	0
Zfp952_uc008bxw.1	1.0446205588	1.0	0.0629790022606	-0.0	0
Rgl2_uc008cag.1	0.969116100502	0.993603315651	-0.0452585834426	0.00278696792573	0
Rnf2_uc007cyx.1	0.939273686889	1.0	-0.0903825012399	-0.0	0
Usp5_uc009dsa.1	1.49807772123	6.51361753423e-09	0.583112473682	8.18617774587	1
Gtf3a_uc009ano.3	0.920497510793	0.988922942914	-0.11951427464	0.00483754740268	0
Mrgpra2b_uc009hah.2	0.0202281971254	1.0	-5.62748844695	-0.0	0
AY358078_uc007tne.1	99.9505478669	1.0	6.64314256984	-0.0	0
4933408B17Rik_uc008eku.1	0.593077940505	0.946980101199	-0.753706383049	0.0236591466886	0
Gm20823_uc029yfk.1	823.279052774	1.0	9.6852377089	2.16973679974e-15	0
Sart1_uc008gcu.1	0.857469175255	0.105054835874	-0.221843285417	0.978583951398	0
Osbpl8_uc007gzx.1	1.16023723498	0.948142974907	0.214419824951	0.0231261684308	0
Rtp3_uc012hbo.1	0.620889038035	0.899596362597	-0.68759263414	0.0459523092469	0
BC049760_uc008ghj.1	6.48392037896	0.693278733041	2.696866375	0.159092121977	0
Sgip1_uc008twn.1	0.586604556614	0.929752963643	-0.769539817214	0.0316324286273	0
AK087886_uc007gwe.1	0.406382063514	1.0	-1.29909136761	-0.0	0
Apba3_uc007ggz.2	0.916729081038	0.988667160688	-0.125432654623	0.00494989101702	0
AK180712_uc007yaz.1	0.00392182733675	1.0	-7.99425826415	-0.0	0
Agpat1_uc008ccz.2	1.19629328439	0.975132356	0.258571125371	0.0109364329383	0
Rab3c_uc007rvo.3	3.27525387597	0.240308607305	1.71160673914	0.619230673482	0
Grm4_uc008bow.1	0.687744533552	1.0	-0.540055327375	-0.0	0
Boll_uc007bal.1	1785.50299531	0.999999999001	10.8021148388	4.33875807068e-10	0
Sacm1l_uc009sgh.1	1.28246619459	4.37416691756e-09	0.358920797338	8.35910464837	1
AK139503_uc007rbw.1	1.38049479238	1.0	0.465185445681	-0.0	0
Kcnq4_uc008unm.1	0.297303201383	0.509568544273	-1.74999309651	0.292797388895	0
Tbx5_uc008zgz.2	0.644739239922	1.0	-0.633212303866	-0.0	0
5830473C10Rik_uc029vji.1	0.594892742343	0.939805291294	-0.749298517288	0.0269621141406	0
Rab14_uc008jjz.1	1.09443035768	0.0317650481691	0.130180153856	1.49805048176	1
Atcay_uc007ggo.1	0.0202281971254	1.0	-5.62748844695	-0.0	0
Sept10_uc007fdm.1	0.897016514923	0.988417415933	-0.156793548117	0.00505961092565	0
Lrrc19_uc008tsh.1	0.47371265404	0.948757101168	-1.07791588449	0.0228449605176	0
Thrsp_uc009ije.1	9.11808716946	1e-17	3.18873120152	17.0	1
Mia2_uc007nqc.1	1.39273673014	0.96476427933	0.477922570206	0.0155787847822	0
Gm14482_uc029xig.1	236.997056662	1.0	7.88872533175	-0.0	0
Gm2373_uc011zdj.3	0.33644799428	0.799404968003	-1.57154457428	0.0972331570895	0
Rad21_uc007vrd.2	0.952180025203	0.995126785213	-0.0706937304778	0.00212158396705	0
D030045P18Rik_uc029qxa.1	52.1718407865	1.0	5.70519943197	-0.0	0
Fam117b_uc011wlt.2	0.846654927844	0.972820965827	-0.24015400647	0.0119670782393	0
Zmpste24_uc008uny.1	1.23178586558	0.900612022266	0.300751478824	0.0454622599391	0
1700001L19Rik_uc007rcd.2	1.89125784041	0.934252092656	0.919346063298	0.0295359206896	0
AK017368_uc009gpo.1	52.1718407865	1.0	5.70519943197	-0.0	0
Tspan11_uc009ecn.1	1.1778276977	0.987157839165	0.236128505333	0.00561340133465	0
AK164218_uc007piv.1	1.561418317	1.0	0.642857099139	-0.0	0
Tmem25_uc009pem.1	0.659173040718	0.914205305914	-0.601270855427	0.0389562624576	0
AK028549_uc011wpi.1	0.484878259829	0.941235556763	-1.04430552488	0.0263016749784	0
Ptpn1_uc008oaj.1	0.834571555595	0.988359578081	-0.260892344309	0.00508502467775	0
Gm10516_uc007edm.1	1.47408770816	0.7728659912	0.559822367283	0.111895802754	0
AK039836_uc009osd.1	50.4752739334	1.0	5.65750493009	-0.0	0
Hif1an_uc008hpx.1	1.14208035315	0.940752019136	0.191664157713	0.0265248408807	0
Ephb3_uc007yrg.1	0.752365124857	0.959299562015	-0.410495119181	0.0180457538146	0
Fhit_uc007sfj.1	0.418522920095	0.725280584269	-1.25662146183	0.139493948428	0
Hmgn2_uc008vdq.1	1.01531573256	0.99815794953	0.0219284318184	0.000800730073777	0
Sgca_uc007kzo.3	1.47882002193	0.966248471558	0.564446481603	0.0149111800536	0
Il6st_uc007rwf.2	0.715031401905	0.803949986364	-0.483921493028	0.0947709678208	0
Ctsd_uc009kmv.1	0.660199598801	0.996797964853	-0.599025833044	0.00139285737642	0
Krt222_uc007lik.1	0.967035140093	0.97068243162	-0.0483597796253	0.0129228306	0
Stab1_uc007swu.1	0.73388874893	0.990977336294	-0.446366715105	0.00393627773958	0
Gpr89_uc008qol.1	1.09656647575	0.987881496562	0.132993273317	0.00529514901163	0
Jund_uc009mbe.2	0.54032779542	1e-17	-0.888093196222	17.0	1
Vmn2r13_uc009vdk.1	1.02102379108	1.0	0.0300164831384	-0.0	0
Athl1_uc009kiw.1	0.756617644649	0.985964658431	-0.402363673838	0.00613865191851	0
Ccdc28a_uc007eme.1	0.821025589824	0.973141199698	-0.284500906092	0.0118241404095	0
Tcf7l1_uc009ciz.2	0.670657351754	0.870823931019	-0.576352233358	0.0600696446668	0
Usp21_uc007dnu.1	0.946933936893	0.988750611917	-0.0786643157005	0.00491323471829	0
Ptcd3_uc009chp.1	1.69160870815	0.000825300461891	0.758395892278	3.08338791183	1
Rcbtb1_uc007ueb.2	0.932795402526	0.99216227347	-0.100367416951	0.0034172908407	0
Nradd_uc009ruk.1	1.14254875805	0.992610940122	0.192255733333	0.00322094250913	0
Gclm_uc008reo.2	1.10903516323	0.992410470989	0.149305108528	0.00330866210547	0
Smim7_uc009mgh.1	1.19639125385	0.91420382505	0.258689268863	0.0389569659448	0
Gm20736_uc029yen.1	204.838128606	1.0	7.67834047362	-0.0	0
Tectb_uc008hxm.1	3.48541367726	1.60119925469e-05	1.80132989704	4.79555462072	1
Sgpp2_uc007bqe.1	0.767359009358	0.980382443977	-0.382026393506	0.00860447440116	0
Vmn2r26_uc009dqm.1	1.77808058523	0.931154507145	0.830320710715	0.03097825024	0
Cadps2_uc009bbe.2	1.21564642264	0.976864367231	0.281723674105	0.0101657317288	0
Edil3_uc007riz.2	0.463243071436	1.0	-1.11015869636	-0.0	0
Jade1_uc008pcj.2	1.06149304041	0.992227631764	0.086094912361	0.00338868280711	0
Chrac1_uc007wbq.1	1.06528506192	1.0	0.0912395359815	-0.0	0
Hgsnat_uc009lhg.1	0.921745384622	0.99232098554	-0.117559807436	0.00334782411598	0
Sacs_uc007ufo.2	0.862030442774	1.0	-0.214189275615	-0.0	0
Nuak2_uc007coo.2	0.570875815871	0.348822424184	-0.808751148445	0.457395604054	0
Taf6_uc009aew.1	1.09357959946	0.992679824914	0.129058235075	0.00319080457114	0
